RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Property 1	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
720609.9	13:36:28:016	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	520.2	722.7	608.3	797.8	0.1	-0.4	0.9	00:00:08:459	-	-	-	-	-	-	-	-
720643.0	13:36:28:049	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	547.7	714.3	629.6	789.5	0.1	-0.4	0.9	00:00:08:459	-	-	-	-	-	-	-	-
720676.3	13:36:28:082	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	574.0	711.8	654.3	787.4	0.1	-0.4	0.9	00:00:08:501	-	-	-	-	-	-	-	-
720709.4	13:36:28:115	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	597.6	714.7	674.8	790.0	0.1	-0.4	0.9	00:00:08:543	-	-	-	-	-	-	-	-
720744.1	13:36:28:150	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	616.0	724.8	693.0	793.9	0.1	-0.4	0.9	00:00:08:584	-	-	-	-	-	-	-	-
720776.0	13:36:28:182	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	630.8	740.7	707.3	800.3	0.0	-0.4	0.9	00:00:08:626	-	-	-	-	-	-	-	-
720809.5	13:36:28:216	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	28	5.2	644.0	753.1	719.0	810.2	0.0	-0.4	0.9	00:00:08:626	-	-	-	-	-	-	-	-
720842.5	13:36:28:249	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	27	5.3	655.8	746.7	727.3	814.9	0.0	-0.4	0.9	00:00:08:668	-	-	-	-	-	-	-	-
720875.9	13:36:28:282	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	27	5.3	661.9	771.6	733.8	819.2	0.0	-0.4	0.9	00:00:08:709	-	-	-	-	-	-	-	-
720909.0	13:36:28:315	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	29	5.4	663.4	777.2	732.7	821.6	0.0	-0.4	0.9	00:00:08:751	-	-	-	-	-	-	-	-
720942.4	13:36:28:348	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	29	5.3	666.2	776.3	735.3	822.3	0.0	-0.4	0.9	00:00:08:751	-	-	-	-	-	-	-	-
720975.7	13:36:28:382	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	28	5.4	668.1	770.1	730.9	826.1	0.0	-0.4	0.9	00:00:08:793	-	-	-	-	-	-	-	-
721009.0	13:36:28:415	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	28	5.4	665.8	786.3	730.1	827.5	0.0	-0.4	0.9	00:00:08:834	-	-	-	-	-	-	-	-
721042.1	13:36:28:448	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	30	5.4	669.0	785.6	730.6	829.8	0.0	-0.4	0.9	00:00:08:876	-	-	-	-	-	-	-	-
721075.5	13:36:28:482	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	30	5.4	673.5	799.3	732.0	832.6	0.0	-0.5	0.9	00:00:08:876	-	-	-	-	-	-	-	-
721108.7	13:36:28:515	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	29	5.4	681.1	802.6	736.0	832.4	0.0	-0.5	0.9	00:00:08:918	-	-	-	-	-	-	-	-
721142.2	13:36:28:548	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	29	5.5	695.8	788.9	740.2	826.2	0.0	-0.4	0.9	00:00:09:001	-	-	-	-	-	-	-	-
721175.4	13:36:28:581	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	-	-	5.5	696.6	792.0	741.0	821.9	0.0	-0.4	0.9	00:00:09:001	-	-	-	-	-	-	-	-
721208.5	13:36:28:615	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	703.7	798.8	744.2	825.6	0.0	-0.4	0.9	00:00:09:043	-	-	-	-	-	-	-	-
721241.9	13:36:28:648	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	707.6	812.2	745.3	832.9	0.0	-0.5	0.9	00:00:09:084	-	-	-	-	-	-	-	-
721275.3	13:36:28:681	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	710.8	807.5	745.0	831.4	0.0	-0.4	0.9	00:00:09:084	-	-	-	-	-	-	-	-
721308.5	13:36:28:715	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	711.5	809.2	745.4	829.1	0.0	-0.4	0.9	00:00:09:126	-	-	-	-	-	-	-	-
721341.7	13:36:28:748	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	711.5	810.0	741.6	828.3	0.0	-0.4	0.9	00:00:09:168	-	-	-	-	-	-	-	-
721375.0	13:36:28:781	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	711.1	810.9	740.2	829.6	0.0	-0.4	0.9	00:00:09:209	-	-	-	-	-	-	-	-
721408.1	13:36:28:814	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	708.7	807.1	735.3	828.1	0.0	-0.4	0.9	00:00:09:251	-	-	-	-	-	-	-	-
721441.6	13:36:28:848	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	31	5.5	707.6	805.0	732.1	825.6	0.0	-0.4	0.9	00:00:09:251	-	-	-	-	-	-	-	-
721474.7	13:36:28:881	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.5	708.2	799.0	729.7	821.0	0.0	-0.4	0.9	00:00:09:293	-	-	-	-	-	-	-	-
721508.2	13:36:28:914	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.5	713.5	793.5	731.1	818.9	0.0	-0.4	0.9	00:00:09:334	-	-	-	-	-	-	-	-
721541.4	13:36:28:947	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.5	714.0	790.9	730.8	818.2	0.0	-0.4	0.9	00:00:09:376	-	-	-	-	-	-	-	-
721574.8	13:36:28:981	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.3	701.4	826.6	724.0	836.7	0.0	-0.5	0.9	00:00:09:418	-	-	-	-	-	-	-	-
721607.9	13:36:29:014	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	00:00:09:459	-	-	-	-	-	-	-	-
721641.1	13:36:29:047	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	00:00:09:459	-	-	-	-	-	-	-	-
721674.6	13:36:29:081	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	00:00:09:501	-	-	-	-	-	-	-	-
721707.6	13:36:29:114	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.2	602.6	844.4	701.6	824.3	0.0	-0.4	0.9	00:00:09:543	-	-	-	-	-	-	-	-
721740.9	13:36:29:147	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.1	676.8	814.6	701.2	818.8	0.0	-0.4	0.9	00:00:09:584	-	-	-	-	-	-	-	-
721774.4	13:36:29:180	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	4.9	679.3	812.1	696.8	827.4	0.1	-0.5	0.9	00:00:09:584	-	-	-	-	-	-	-	-
721807.6	13:36:29:214	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.3	690.1	782.5	703.2	793.4	0.0	-0.4	0.9	00:00:09:626	-	-	-	-	-	-	-	-
721840.7	13:36:29:247	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Blink	3	5.2	692.4	768.3	701.2	788.4	0.0	-0.4	0.9	00:00:09:668	-	-	-	-	-	-	-	-
721874.1	13:36:29:280	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	692.8	762.6	699.3	783.9	0.0	-0.4	0.9	00:00:09:709	-	-	-	-	-	-	-	-
721907.4	13:36:29:313	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	690.9	758.5	696.6	781.7	0.0	-0.4	0.9	00:00:09:751	-	-	-	-	-	-	-	-
721940.7	13:36:29:347	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	687.7	757.2	692.1	780.7	0.1	-0.4	0.9	00:00:09:751	-	-	-	-	-	-	-	-
721973.8	13:36:29:380	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	686.7	753.2	691.1	778.3	0.1	-0.4	0.9	00:00:09:834	-	-	-	-	-	-	-	-
722007.1	13:36:29:413	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	689.5	751.5	693.0	776.0	0.1	-0.4	0.9	00:00:09:834	-	-	-	-	-	-	-	-
722040.3	13:36:29:446	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	696.0	749.0	698.6	775.6	0.0	-0.4	0.9	00:00:09:876	-	-	-	-	-	-	-	-
722073.8	13:36:29:480	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	32	5.2	700.0	745.3	700.8	773.3	0.0	-0.4	0.9	00:00:09:876	-	-	-	-	-	-	-	-
722107.4	13:36:29:513	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	30	5.2	707.7	748.7	709.1	776.1	0.0	-0.4	0.9	00:00:09:918	-	-	-	-	-	-	-	-
722140.3	13:36:29:546	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	30	5.2	738.5	778.3	735.4	797.9	0.0	-0.4	0.9	00:00:09:959	-	-	-	-	-	-	-	-
722173.5	13:36:29:580	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	-	-	5.2	741.6	773.8	739.1	793.7	0.0	-0.4	0.9	00:00:10:001	-	-	-	-	-	-	-	-
722206.8	13:36:29:613	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	31	5.2	747.1	764.8	741.8	787.6	0.0	-0.4	0.9	00:00:10:043	-	-	-	-	-	-	-	-
722240.0	13:36:29:646	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	31	5.2	753.7	753.5	745.1	783.4	0.0	-0.4	0.9	00:00:10:084	-	-	-	-	-	-	-	-
722273.4	13:36:29:679	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	-	-	5.2	757.8	750.0	748.7	779.4	0.0	-0.4	0.9	00:00:10:084	-	-	-	-	-	-	-	-
722306.5	13:36:29:713	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	32	5.2	756.4	747.1	750.7	774.5	0.0	-0.4	0.9	00:00:10:126	-	-	-	-	-	-	-	-
722339.9	13:36:29:746	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	32	5.3	764.1	735.1	752.2	771.1	0.0	-0.4	0.9	00:00:10:168	-	-	-	-	-	-	-	-
722373.4	13:36:29:779	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	33	5.2	761.9	730.1	750.6	764.6	0.0	-0.4	0.9	00:00:10:209	-	-	-	-	-	-	-	-
722406.5	13:36:29:813	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	33	5.2	758.2	728.2	747.3	760.3	0.0	-0.4	0.9	00:00:10:251	-	-	-	-	-	-	-	-
722439.8	13:36:29:846	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	33	5.2	759.5	722.7	748.0	757.6	0.0	-0.4	0.9	00:00:10:293	-	-	-	-	-	-	-	-
722473.0	13:36:29:879	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	33	5.2	758.3	717.9	746.4	751.9	0.0	-0.4	0.9	00:00:10:293	-	-	-	-	-	-	-	-
722506.2	13:36:29:912	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	33	5.2	759.0	719.1	745.4	753.1	0.0	-0.4	0.9	00:00:10:334	-	-	-	-	-	-	-	-
722539.6	13:36:29:946	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	33	5.2	759.7	718.4	745.3	754.5	0.0	-0.4	0.9	00:00:10:376	-	-	-	-	-	-	-	-
722572.8	13:36:29:979	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	33	5.2	757.9	710.4	742.4	747.9	0.0	-0.4	0.9	00:00:10:418	-	-	-	-	-	-	-	-
722606.1	13:36:30:012	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	34	5.2	751.9	708.9	736.0	745.3	0.0	-0.4	0.9	00:00:10:418	-	-	-	-	-	-	-	-
722639.3	13:36:30:045	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	34	5.2	752.5	701.6	733.7	741.0	0.0	-0.4	0.9	00:00:10:459	-	-	-	-	-	-	-	-
722672.5	13:36:30:079	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	34	5.2	753.4	697.2	734.5	738.2	0.0	-0.3	0.9	00:00:10:501	-	-	-	-	-	-	-	-
722705.8	13:36:30:112	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	34	5.2	759.2	682.1	735.5	732.5	0.0	-0.3	0.9	00:00:10:501	-	-	-	-	-	-	-	-
722739.3	13:36:30:145	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	35	5.2	754.9	684.9	732.4	729.3	0.0	-0.3	0.9	00:00:10:543	-	-	-	-	-	-	-	-
722772.4	13:36:30:178	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	35	5.1	746.1	678.2	725.3	726.0	0.0	-0.3	0.9	00:00:10:584	-	-	-	-	-	-	-	-
722806.2	13:36:30:212	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	35	5.2	718.0	686.7	696.7	736.7	0.0	-0.3	0.9	00:00:10:626	-	-	-	-	-	-	-	-
722839.8	13:36:30:246	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	35	5.2	695.3	699.0	680.5	740.0	0.1	-0.4	0.9	00:00:10:668	-	-	-	-	-	-	-	-
722872.2	13:36:30:278	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	35	5.1	681.6	700.2	669.5	738.6	0.1	-0.4	0.9	00:00:10:709	-	-	-	-	-	-	-	-
722905.7	13:36:30:312	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	35	5.1	676.0	700.2	664.3	740.5	0.1	-0.4	0.9	00:00:10:751	-	-	-	-	-	-	-	-
722939.0	13:36:30:345	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	35	5.1	674.6	707.0	666.2	744.8	0.1	-0.4	0.9	00:00:10:751	-	-	-	-	-	-	-	-
722972.1	13:36:30:378	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	35	5.2	653.1	704.9	644.4	747.9	0.1	-0.4	0.9	00:00:10:793	-	-	-	-	-	-	-	-
723005.3	13:36:30:411	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.1	650.0	710.4	645.4	748.0	0.1	-0.4	0.9	00:00:10:834	-	-	-	-	-	-	-	-
723038.5	13:36:30:445	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.1	653.7	713.2	650.4	750.4	0.1	-0.4	0.9	00:00:10:876	-	-	-	-	-	-	-	-
723072.1	13:36:30:478	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.1	654.8	716.3	651.9	751.0	0.1	-0.4	0.9	00:00:10:876	-	-	-	-	-	-	-	-
723105.2	13:36:30:511	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.1	658.5	719.1	655.5	753.9	0.1	-0.4	0.9	00:00:10:918	-	-	-	-	-	-	-	-
723138.5	13:36:30:544	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.0	660.0	720.4	659.1	754.5	0.1	-0.4	0.9	00:00:10:959	-	-	-	-	-	-	-	-
723171.7	13:36:30:578	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.0	666.1	721.0	662.7	754.9	0.1	-0.4	0.9	00:00:11:001	-	-	-	-	-	-	-	-
723204.9	13:36:30:611	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.0	652.2	719.1	649.7	754.9	0.1	-0.4	0.9	00:00:11:043	-	-	-	-	-	-	-	-
723239.5	13:36:30:646	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.0	656.8	721.2	656.1	754.4	0.1	-0.4	0.9	00:00:11:084	-	-	-	-	-	-	-	-
723271.6	13:36:30:678	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	5.0	661.8	723.1	659.9	757.6	0.1	-0.4	0.9	00:00:11:084	-	-	-	-	-	-	-	-
723304.8	13:36:30:711	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	36	4.9	664.8	723.3	663.6	757.4	0.1	-0.4	0.9	00:00:11:126	-	-	-	-	-	-	-	-
723338.3	13:36:30:744	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	36	4.9	669.0	716.7	665.5	752.5	0.1	-0.4	0.9	00:00:11:168	-	-	-	-	-	-	-	-
723371.4	13:36:30:777	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	36	4.7	686.3	518.6	642.7	609.9	0.1	-0.2	1.0	00:00:11:209	-	-	-	-	-	-	-	-
723404.8	13:36:30:811	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	37	4.8	693.2	499.1	650.9	595.1	0.1	-0.2	1.0	00:00:11:209	-	-	-	-	-	-	-	-
723438.1	13:36:30:844	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	37	4.8	699.8	496.6	657.2	598.5	0.1	-0.2	1.0	00:00:11:251	-	-	-	-	-	-	-	-
723471.2	13:36:30:877	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	37	4.8	703.2	503.5	663.2	602.3	0.1	-0.2	1.0	00:00:11:293	-	-	-	-	-	-	-	-
723504.3	13:36:30:910	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	37	4.8	707.2	504.8	667.5	604.7	0.1	-0.2	1.0	00:00:11:334	-	-	-	-	-	-	-	-
723538.0	13:36:30:944	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	37	4.8	708.9	508.0	671.5	606.7	0.1	-0.2	1.0	00:00:11:334	-	-	-	-	-	-	-	-
723571.0	13:36:30:977	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	37	4.8	712.6	508.4	675.7	607.1	0.1	-0.2	1.0	00:00:11:376	-	-	-	-	-	-	-	-
723604.3	13:36:31:010	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	37	4.8	717.9	517.8	680.9	610.7	0.0	-0.2	1.0	00:00:11:418	-	-	-	-	-	-	-	-
723637.5	13:36:31:044	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	37	4.8	733.9	523.1	695.8	615.4	0.0	-0.2	1.0	00:00:11:459	-	-	-	-	-	-	-	-
723670.9	13:36:31:077	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	38	4.8	738.4	520.4	699.9	615.9	0.0	-0.2	1.0	00:00:11:501	-	-	-	-	-	-	-	-
723705.8	13:36:31:112	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	38	4.8	737.0	518.7	697.9	616.2	0.0	-0.2	1.0	00:00:11:543	-	-	-	-	-	-	-	-
723749.2	13:36:31:155	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	38	4.8	738.5	520.6	700.1	615.7	0.0	-0.2	1.0	00:00:11:584	-	-	-	-	-	-	-	-
723770.9	13:36:31:177	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	38	4.8	738.2	528.5	699.5	621.5	0.0	-0.2	1.0	00:00:11:584	-	-	-	-	-	-	-	-
723803.9	13:36:31:210	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	38	4.8	735.5	534.3	700.1	624.0	0.0	-0.2	1.0	00:00:11:626	-	-	-	-	-	-	-	-
723837.1	13:36:31:243	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.8	731.5	541.9	696.8	628.9	0.0	-0.2	1.0	00:00:11:668	-	-	-	-	-	-	-	-
723870.7	13:36:31:277	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.8	730.3	547.8	697.4	631.5	0.0	-0.2	1.0	00:00:11:709	-	-	-	-	-	-	-	-
723903.9	13:36:31:310	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.9	729.2	552.2	696.4	635.5	0.0	-0.2	1.0	00:00:11:751	-	-	-	-	-	-	-	-
723937.1	13:36:31:343	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.9	728.1	553.9	696.6	637.7	0.0	-0.2	1.0	00:00:11:751	-	-	-	-	-	-	-	-
723970.2	13:36:31:376	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.9	729.3	558.0	697.1	639.3	0.0	-0.2	1.0	00:00:11:793	-	-	-	-	-	-	-	-
724003.9	13:36:31:410	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.9	727.4	562.4	696.1	643.9	0.0	-0.2	1.0	00:00:11:834	-	-	-	-	-	-	-	-
724036.9	13:36:31:443	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	39	4.9	727.6	565.4	697.5	645.6	0.0	-0.2	1.0	00:00:11:834	-	-	-	-	-	-	-	-
724070.2	13:36:31:476	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	39	4.9	729.0	567.8	699.0	646.7	0.0	-0.2	1.0	00:00:11:876	-	-	-	-	-	-	-	-
724103.4	13:36:31:509	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Saccade	39	5.0	710.3	648.2	686.9	704.2	0.1	-0.3	0.9	00:00:11:918	-	-	-	-	-	-	-	-
724136.9	13:36:31:543	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	40	5.0	712.5	653.8	691.6	708.0	0.0	-0.3	0.9	00:00:11:959	-	-	-	-	-	-	-	-
724169.8	13:36:31:576	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	40	5.0	715.2	649.8	693.3	705.6	0.0	-0.3	0.9	00:00:12:001	-	-	-	-	-	-	-	-
724204.0	13:36:31:610	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	40	5.0	716.7	646.8	697.2	705.4	0.0	-0.3	0.9	00:00:12:043	-	-	-	-	-	-	-	-
724236.9	13:36:31:643	Trial001	1161201178-1-recording.avi	0.0	61090.4	1161201178	Coral	me	99.5	Eye	Visual Intake	40	5.0	719.2	641.1	699.7	700.7	0.0	-0.3	1.0	00:00:12:084	-	-	-	-	-	-	-	-
